region,region_type,phase,base_encounter_chance_pct,entity_name,entity_type,active,danger,raw_level,adjusted_level,conditional_probability_pct,absolute_probability_pct
Andrast,province,afternoon,55,Merchants,humans,day,0,4,5,2.96,1.63
Andrast,province,afternoon,55,Rabbits,herbivores,all-day,0,5,5,2.96,1.63
Andrast,province,afternoon,55,Wild Bees,insects,day,1,4,5,2.96,1.63
Andrast,province,afternoon,55,Dunlendings,humans,all-day,1,4,4,1.85,1.02
Andrast,province,afternoon,55,Elk,herbivores,all-day,0,4,4,1.85,1.02
Andrast,province,afternoon,55,Grazing Animals,herbivores,all-day,0,4,4,1.85,1.02
Andrast,province,afternoon,55,Haradrim,humans,all-day,0,4,4,1.85,1.02
Andrast,province,afternoon,55,Hornets,insects,day,1,3,4,1.85,1.02
Andrast,province,afternoon,55,Rats,herbivores,all-day,0,4,4,1.85,1.02
Andrast,province,afternoon,55,Sheep,herbivores,all-day,0,4,4,1.85,1.02
Andrast,province,afternoon,55,Travellers,humans,all-day,0,4,4,1.85,1.02
Andrast,province,afternoon,55,Wild Animals,other_animals,all-day,0,4,4,1.85,1.02
Andrast,province,afternoon,55,Wild Dogs,carnivores,all-day,2,4,4,1.85,1.02
Andrast,province,afternoon,55,Bats,flying_animals,nocturnal,0,4,3,1.16,0.64
Andrast,province,afternoon,55,Cathfiar,carnivores,all-day,2,3,3,1.16,0.64
Andrast,province,afternoon,55,Owls,flying_animals,nocturnal,0,4,3,1.16,0.64
Andrast,province,afternoon,55,Snakes,reptiles,day,2,2,3,1.16,0.64
Andrast,province,afternoon,55,Undead,undead,nocturnal,3,4,3,1.16,0.64
Andrast,province,afternoon,55,Armed Patrol,humans,all-day,1,2,2,0.72,0.4
Andrast,province,afternoon,55,Corsairs,humans,all-day,3,2,2,0.72,0.4
Andrast,province,afternoon,55,Goats,herbivores,all-day,0,2,2,0.72,0.4
Andrast,province,afternoon,55,Nobles & Leaders,humans,all-day,0,2,2,0.72,0.4
Andrast,province,afternoon,55,Solitary Dwarf,dwarves,all-day,0,2,2,0.72,0.4
Andrast,province,afternoon,55,Boars,other_animals,all-day,2,1,1,0.45,0.25
Andrast,province,afternoon,55,Brigands & Outlaws,humans,all-day,3,1,1,0.45,0.25
Andrast,province,afternoon,55,Dwarves,dwarves,all-day,0,1,1,0.45,0.25
Andrast,province,afternoon,55,Elves,elves,all-day,0,1,1,0.45,0.25
Andrast,province,afternoon,55,Eredrim,humans,all-day,0,1,1,0.45,0.25
Andrast,province,afternoon,55,Military Unit,humans,all-day,1,1,1,0.45,0.25
Andrast,province,afternoon,55,Natural Hazards,hazards,all-day,2,1,1,0.45,0.25
Andrast,province,afternoon,55,Smugglers,humans,all-day,3,1,1,0.45,0.25
Andrast,province,afternoon,55,Spies,humans,all-day,2,1,1,0.45,0.25
Andrast,province,night,55,Common Folk,humans,all-day,0,6,6,5.29,2.91
Andrast,province,night,55,Daen Coentis,humans,all-day,0,6,6,5.29,2.91
Andrast,province,night,55,Daen folk,humans,all-day,0,6,6,5.29,2.91
Andrast,province,night,55,Dúnedain,humans,all-day,0,6,6,5.29,2.91
Andrast,province,night,55,Foxes,carnivores,all-day,1,6,6,5.29,2.91
Andrast,province,night,55,Sakalai,humans,all-day,0,6,6,5.29,2.91
Andrast,province,night,55,Wolves,carnivores,all-day,2,6,6,5.29,2.91
Andrast,province,night,55,Bats,flying_animals,nocturnal,0,4,5,3.31,1.82
Andrast,province,night,55,Deer,herbivores,all-day,0,5,5,3.31,1.82
Andrast,province,night,55,Fish,water_animals,all-day,0,5,5,3.31,1.82
Andrast,province,night,55,Hares,herbivores,all-day,0,5,5,3.31,1.82
Andrast,province,night,55,Owls,flying_animals,nocturnal,0,4,5,3.31,1.82
Andrast,province,night,55,Rabbits,herbivores,all-day,0,5,5,3.31,1.82
Andrast,province,night,55,Undead,undead,nocturnal,3,4,5,3.31,1.82
Andrast,province,night,55,Birds,flying_animals,day,0,5,4,2.07,1.14
Andrast,province,night,55,Dunlendings,humans,all-day,1,4,4,2.07,1.14
Andrast,province,night,55,Elk,herbivores,all-day,0,4,4,2.07,1.14
Andrast,province,night,55,Grazing Animals,herbivores,all-day,0,4,4,2.07,1.14
Andrast,province,night,55,Haradrim,humans,all-day,0,4,4,2.07,1.14
Andrast,province,night,55,Rats,herbivores,all-day,0,4,4,2.07,1.14
Andrast,province,night,55,Sheep,herbivores,all-day,0,4,4,2.07,1.14
Andrast,province,night,55,Squirrels,other_animals,day,0,5,4,2.07,1.14
Andrast,province,night,55,Travellers,humans,all-day,0,4,4,2.07,1.14
Andrast,province,night,55,Waterfowl,flying_animals,day,0,5,4,2.07,1.14
Andrast,province,night,55,Wild Animals,other_animals,all-day,0,4,4,2.07,1.14
Andrast,province,night,55,Wild Dogs,carnivores,all-day,2,4,4,2.07,1.14
Andrast,province,night,55,Cathfiar,carnivores,all-day,2,3,3,1.29,0.71
Andrast,province,night,55,Crows,flying_animals,day,0,4,3,1.29,0.71
Andrast,province,night,55,Merchants,humans,day,0,4,3,1.29,0.71
Andrast,province,night,55,Wild Bees,insects,day,1,4,3,1.29,0.71
Andrast,province,night,55,Armed Patrol,humans,all-day,1,2,2,0.81,0.44
Andrast,province,night,55,Corsairs,humans,all-day,3,2,2,0.81,0.44
Andrast,province,night,55,Goats,herbivores,all-day,0,2,2,0.81,0.44
Andrast,province,night,55,Hornets,insects,day,1,3,2,0.81,0.44
Andrast,province,night,55,Nobles & Leaders,humans,all-day,0,2,2,0.81,0.44
Andrast,province,night,55,Solitary Dwarf,dwarves,all-day,0,2,2,0.81,0.44
Andrast,province,night,55,Boars,other_animals,all-day,2,1,1,0.5,0.28
Andrast,province,night,55,Brigands & Outlaws,humans,all-day,3,1,1,0.5,0.28
Andrast,province,night,55,Dwarves,dwarves,all-day,0,1,1,0.5,0.28
Andrast,province,night,55,Elves,elves,all-day,0,1,1,0.5,0.28
Andrast,province,night,55,Eredrim,humans,all-day,0,1,1,0.5,0.28
Andrast,province,night,55,Military Unit,humans,all-day,1,1,1,0.5,0.28
Andrast,province,night,55,Natural Hazards,hazards,all-day,2,1,1,0.5,0.28
Andrast,province,night,55,Smugglers,humans,all-day,3,1,1,0.5,0.28
Andrast,province,night,55,Snakes,reptiles,day,2,2,1,0.5,0.28
Andrast,province,night,55,Spies,humans,all-day,2,1,1,0.5,0.28
Anfalas,province,morning,55,Birds,flying_animals,day,0,5,6,3.99,2.2
Anfalas,province,morning,55,Blue Otters,carnivores,all-day,2,6,6,3.99,2.2
Anfalas,province,morning,55,Common Folk,humans,all-day,0,6,6,3.99,2.2
Anfalas,province,morning,55,Daen Coentis,humans,all-day,0,6,6,3.99,2.2
Anfalas,province,morning,55,Daen folk,humans,all-day,0,6,6,3.99,2.2
Anfalas,province,morning,55,Dúnedain,humans,all-day,0,6,6,3.99,2.2
Anfalas,province,morning,55,Elves of Edhellond,elves,all-day,0,6,6,3.99,2.2
Anfalas,province,morning,55,Foxes,carnivores,all-day,1,6,6,3.99,2.2
Anfalas,province,morning,55,Merchants,humans,day,0,5,6,3.99,2.2
Anfalas,province,morning,55,Sakalai,humans,all-day,0,6,6,3.99,2.2
Anfalas,province,morning,55,Squirrels,other_animals,day,0,5,6,3.99,2.2
Anfalas,province,morning,55,Waterfowl,flying_animals,day,0,5,6,3.99,2.2
Anfalas,province,morning,55,Wolves,carnivores,all-day,2,6,6,3.99,2.2
Anfalas,province,morning,55,Cliff Buzzards,flying_animals,day,0,4,5,2.5,1.37
Anfalas,province,morning,55,Crows,flying_animals,day,0,4,5,2.5,1.37
Anfalas,province,morning,55,Deer,herbivores,all-day,0,5,5,2.5,1.37
Anfalas,province,morning,55,Fish,water_animals,all-day,0,5,5,2.5,1.37
Anfalas,province,morning,55,Hares,herbivores,all-day,0,5,5,2.5,1.37
Anfalas,province,morning,55,Merchaithrais,water_animals,all-day,0,5,5,2.5,1.37
Anfalas,province,morning,55,Rabbits,herbivores,all-day,0,5,5,2.5,1.37
Anfalas,province,morning,55,Wild Bees,insects,day,1,4,5,2.5,1.37
Anfalas,province,morning,55,Astabanhéli,herbivores,all-day,0,4,4,1.56,0.86
Anfalas,province,morning,55,Elk,herbivores,all-day,0,4,4,1.56,0.86
Anfalas,province,morning,55,Grazing Animals,herbivores,all-day,0,4,4,1.56,0.86
Anfalas,province,morning,55,Hornets,insects,day,1,3,4,1.56,0.86
Anfalas,province,morning,55,Nobles & Leaders,humans,all-day,0,4,4,1.56,0.86
Anfalas,province,morning,55,Rats,herbivores,all-day,0,4,4,1.56,0.86
Anfalas,province,morning,55,Sheep,herbivores,all-day,0,4,4,1.56,0.86
Anfalas,province,morning,55,Wels,water_animals,all-day,0,4,4,1.56,0.86
Anfalas,province,morning,55,Wild Animals,other_animals,all-day,0,4,4,1.56,0.86
Anfalas,province,morning,55,Bats,flying_animals,nocturnal,0,4,3,0.97,0.54
Anfalas,province,morning,55,Owls,flying_animals,nocturnal,0,4,3,0.97,0.54
Anfalas,province,morning,55,Snakes,reptiles,day,2,2,3,0.97,0.54
Anfalas,province,morning,55,Travellers,humans,all-day,0,3,3,0.97,0.54
Anfalas,province,morning,55,Undead,undead,nocturnal,3,4,3,0.97,0.54
Anfalas,province,morning,55,Brigands & Outlaws,humans,all-day,3,2,2,0.61,0.34
Anfalas,province,morning,55,Eredrim,humans,all-day,0,2,2,0.61,0.34
Anfalas,province,morning,55,Goats,herbivores,all-day,0,2,2,0.61,0.34
Anfalas,province,morning,55,Haradrim,humans,all-day,0,2,2,0.61,0.34
Anfalas,province,morning,55,Natural Hazards,hazards,all-day,2,2,2,0.61,0.34
Anfalas,province,morning,55,Solitary Dwarf,dwarves,all-day,0,2,2,0.61,0.34
Anfalas,province,morning,55,Wild Dogs,carnivores,all-day,2,2,2,0.61,0.34
Anfalas,province,morning,55,Armed Patrol,humans,all-day,1,1,1,0.38,0.21
Anfalas,province,morning,55,Bears,carnivores,all-day,2,1,1,0.38,0.21
Anfalas,province,morning,55,Boars,other_animals,all-day,2,1,1,0.38,0.21
Anfalas,province,morning,55,Cathfiar,carnivores,all-day,2,1,1,0.38,0.21
Anfalas,province,morning,55,Common Orcs,orcs,all-day,3,1,1,0.38,0.21
Anfalas,province,morning,55,Corsairs,humans,all-day,3,1,1,0.38,0.21
Anfalas,province,morning,55,Dunlendings,humans,all-day,1,1,1,0.38,0.21
Anfalas,province,morning,55,Dwarves,dwarves,all-day,0,1,1,0.38,0.21
Anfalas,province,morning,55,Elves,elves,all-day,0,1,1,0.38,0.21
Anfalas,province,morning,55,Half-elves,elves,all-day,0,1,1,0.38,0.21
Anfalas,province,morning,55,Military Unit,humans,all-day,1,1,1,0.38,0.21
Anfalas,province,morning,55,Spies,humans,all-day,2,1,1,0.38,0.21
Anfalas,province,morning,55,Woses,humans,all-day,0,1,1,0.38,0.21
Anfalas,province,afternoon,55,Birds,flying_animals,day,0,5,6,3.99,2.2
Anfalas,province,afternoon,55,Blue Otters,carnivores,all-day,2,6,6,3.99,2.2
Anfalas,province,afternoon,55,Common Folk,humans,all-day,0,6,6,3.99,2.2
Anfalas,province,afternoon,55,Daen Coentis,humans,all-day,0,6,6,3.99,2.2
Anfalas,province,afternoon,55,Daen folk,humans,all-day,0,6,6,3.99,2.2
Anfalas,province,afternoon,55,Dúnedain,humans,all-day,0,6,6,3.99,2.2
Anfalas,province,afternoon,55,Elves of Edhellond,elves,all-day,0,6,6,3.99,2.2
Anfalas,province,afternoon,55,Foxes,carnivores,all-day,1,6,6,3.99,2.2
Anfalas,province,afternoon,55,Merchants,humans,day,0,5,6,3.99,2.2
Anfalas,province,afternoon,55,Sakalai,humans,all-day,0,6,6,3.99,2.2
Anfalas,province,afternoon,55,Squirrels,other_animals,day,0,5,6,3.99,2.2
Anfalas,province,afternoon,55,Waterfowl,flying_animals,day,0,5,6,3.99,2.2
Anfalas,province,afternoon,55,Wolves,carnivores,all-day,2,6,6,3.99,2.2
Anfalas,province,afternoon,55,Cliff Buzzards,flying_animals,day,0,4,5,2.5,1.37
Anfalas,province,afternoon,55,Crows,flying_animals,day,0,4,5,2.5,1.37
Anfalas,province,afternoon,55,Deer,herbivores,all-day,0,5,5,2.5,1.37
Anfalas,province,afternoon,55,Fish,water_animals,all-day,0,5,5,2.5,1.37
Anfalas,province,afternoon,55,Hares,herbivores,all-day,0,5,5,2.5,1.37
Anfalas,province,afternoon,55,Merchaithrais,water_animals,all-day,0,5,5,2.5,1.37
Anfalas,province,afternoon,55,Rabbits,herbivores,all-day,0,5,5,2.5,1.37
Anfalas,province,afternoon,55,Wild Bees,insects,day,1,4,5,2.5,1.37
Anfalas,province,afternoon,55,Astabanhéli,herbivores,all-day,0,4,4,1.56,0.86
Anfalas,province,afternoon,55,Elk,herbivores,all-day,0,4,4,1.56,0.86
Anfalas,province,afternoon,55,Grazing Animals,herbivores,all-day,0,4,4,1.56,0.86
Anfalas,province,afternoon,55,Hornets,insects,day,1,3,4,1.56,0.86
Anfalas,province,afternoon,55,Nobles & Leaders,humans,all-day,0,4,4,1.56,0.86
Anfalas,province,afternoon,55,Rats,herbivores,all-day,0,4,4,1.56,0.86
Anfalas,province,afternoon,55,Sheep,herbivores,all-day,0,4,4,1.56,0.86
Anfalas,province,afternoon,55,Wels,water_animals,all-day,0,4,4,1.56,0.86
Anfalas,province,afternoon,55,Wild Animals,other_animals,all-day,0,4,4,1.56,0.86
Anfalas,province,afternoon,55,Bats,flying_animals,nocturnal,0,4,3,0.97,0.54
Anfalas,province,afternoon,55,Owls,flying_animals,nocturnal,0,4,3,0.97,0.54
Anfalas,province,afternoon,55,Snakes,reptiles,day,2,2,3,0.97,0.54
Anfalas,province,afternoon,55,Travellers,humans,all-day,0,3,3,0.97,0.54
Anfalas,province,afternoon,55,Undead,undead,nocturnal,3,4,3,0.97,0.54
Anfalas,province,afternoon,55,Brigands & Outlaws,humans,all-day,3,2,2,0.61,0.34
Anfalas,province,afternoon,55,Eredrim,humans,all-day,0,2,2,0.61,0.34
Anfalas,province,afternoon,55,Goats,herbivores,all-day,0,2,2,0.61,0.34
Anfalas,province,afternoon,55,Haradrim,humans,all-day,0,2,2,0.61,0.34
Anfalas,province,afternoon,55,Natural Hazards,hazards,all-day,2,2,2,0.61,0.34
Anfalas,province,afternoon,55,Solitary Dwarf,dwarves,all-day,0,2,2,0.61,0.34
Anfalas,province,afternoon,55,Wild Dogs,carnivores,all-day,2,2,2,0.61,0.34
Anfalas,province,afternoon,55,Armed Patrol,humans,all-day,1,1,1,0.38,0.21
Anfalas,province,afternoon,55,Bears,carnivores,all-day,2,1,1,0.38,0.21
Anfalas,province,afternoon,55,Boars,other_animals,all-day,2,1,1,0.38,0.21
Anfalas,province,afternoon,55,Cathfiar,carnivores,all-day,2,1,1,0.38,0.21
Anfalas,province,afternoon,55,Common Orcs,orcs,all-day,3,1,1,0.38,0.21
Anfalas,province,afternoon,55,Corsairs,humans,all-day,3,1,1,0.38,0.21
Anfalas,province,afternoon,55,Dunlendings,humans,all-day,1,1,1,0.38,0.21
Anfalas,province,afternoon,55,Dwarves,dwarves,all-day,0,1,1,0.38,0.21
Anfalas,province,afternoon,55,Elves,elves,all-day,0,1,1,0.38,0.21
Anfalas,province,afternoon,55,Half-elves,elves,all-day,0,1,1,0.38,0.21
Anfalas,province,afternoon,55,Military Unit,humans,all-day,1,1,1,0.38,0.21
Anfalas,province,afternoon,55,Spies,humans,all-day,2,1,1,0.38,0.21
Anfalas,province,afternoon,55,Woses,humans,all-day,0,1,1,0.38,0.21
Anfalas,province,night,55,Blue Otters,carnivores,all-day,2,6,6,4.5,2.48
Anfalas,province,night,55,Common Folk,humans,all-day,0,6,6,4.5,2.48
Anfalas,province,night,55,Daen Coentis,humans,all-day,0,6,6,4.5,2.48
Anfalas,province,night,55,Daen folk,humans,all-day,0,6,6,4.5,2.48
Anfalas,province,night,55,Dúnedain,humans,all-day,0,6,6,4.5,2.48
Anfalas,province,night,55,Elves of Edhellond,elves,all-day,0,6,6,4.5,2.48
Anfalas,province,night,55,Foxes,carnivores,all-day,1,6,6,4.5,2.48
Anfalas,province,night,55,Sakalai,humans,all-day,0,6,6,4.5,2.48
Anfalas,province,night,55,Wolves,carnivores,all-day,2,6,6,4.5,2.48
Anfalas,province,night,55,Bats,flying_animals,nocturnal,0,4,5,2.81,1.55
Anfalas,province,night,55,Deer,herbivores,all-day,0,5,5,2.81,1.55
Anfalas,province,night,55,Fish,water_animals,all-day,0,5,5,2.81,1.55
Anfalas,province,night,55,Hares,herbivores,all-day,0,5,5,2.81,1.55
Anfalas,province,night,55,Merchaithrais,water_animals,all-day,0,5,5,2.81,1.55
Anfalas,province,night,55,Owls,flying_animals,nocturnal,0,4,5,2.81,1.55
Anfalas,province,night,55,Rabbits,herbivores,all-day,0,5,5,2.81,1.55
Anfalas,province,night,55,Undead,undead,nocturnal,3,4,5,2.81,1.55
Anfalas,province,night,55,Astabanhéli,herbivores,all-day,0,4,4,1.76,0.97
Anfalas,province,night,55,Birds,flying_animals,day,0,5,4,1.76,0.97
Anfalas,province,night,55,Elk,herbivores,all-day,0,4,4,1.76,0.97
Anfalas,province,night,55,Grazing Animals,herbivores,all-day,0,4,4,1.76,0.97
Anfalas,province,night,55,Merchants,humans,day,0,5,4,1.76,0.97
Anfalas,province,night,55,Nobles & Leaders,humans,all-day,0,4,4,1.76,0.97
Anfalas,province,night,55,Rats,herbivores,all-day,0,4,4,1.76,0.97
Anfalas,province,night,55,Sheep,herbivores,all-day,0,4,4,1.76,0.97
Anfalas,province,night,55,Squirrels,other_animals,day,0,5,4,1.76,0.97
Anfalas,province,night,55,Waterfowl,flying_animals,day,0,5,4,1.76,0.97
Anfalas,province,night,55,Wels,water_animals,all-day,0,4,4,1.76,0.97
Anfalas,province,night,55,Wild Animals,other_animals,all-day,0,4,4,1.76,0.97
Anfalas,province,night,55,Cliff Buzzards,flying_animals,day,0,4,3,1.1,0.6
Anfalas,province,night,55,Crows,flying_animals,day,0,4,3,1.1,0.6
Anfalas,province,night,55,Travellers,humans,all-day,0,3,3,1.1,0.6
Anfalas,province,night,55,Wild Bees,insects,day,1,4,3,1.1,0.6
Anfalas,province,night,55,Brigands & Outlaws,humans,all-day,3,2,2,0.69,0.38
Anfalas,province,night,55,Eredrim,humans,all-day,0,2,2,0.69,0.38
Anfalas,province,night,55,Goats,herbivores,all-day,0,2,2,0.69,0.38
Anfalas,province,night,55,Haradrim,humans,all-day,0,2,2,0.69,0.38
Anfalas,province,night,55,Hornets,insects,day,1,3,2,0.69,0.38
Anfalas,province,night,55,Natural Hazards,hazards,all-day,2,2,2,0.69,0.38
Anfalas,province,night,55,Solitary Dwarf,dwarves,all-day,0,2,2,0.69,0.38
Anfalas,province,night,55,Wild Dogs,carnivores,all-day,2,2,2,0.69,0.38
Anfalas,province,night,55,Armed Patrol,humans,all-day,1,1,1,0.43,0.24
Anfalas,province,night,55,Bears,carnivores,all-day,2,1,1,0.43,0.24
Anfalas,province,night,55,Boars,other_animals,all-day,2,1,1,0.43,0.24
Anfalas,province,night,55,Cathfiar,carnivores,all-day,2,1,1,0.43,0.24
Anfalas,province,night,55,Common Orcs,orcs,all-day,3,1,1,0.43,0.24
Anfalas,province,night,55,Corsairs,humans,all-day,3,1,1,0.43,0.24
Anfalas,province,night,55,Dunlendings,humans,all-day,1,1,1,0.43,0.24
Anfalas,province,night,55,Dwarves,dwarves,all-day,0,1,1,0.43,0.24
Anfalas,province,night,55,Elves,elves,all-day,0,1,1,0.43,0.24
Anfalas,province,night,55,Half-elves,elves,all-day,0,1,1,0.43,0.24
Anfalas,province,night,55,Military Unit,humans,all-day,1,1,1,0.43,0.24
Anfalas,province,night,55,Snakes,reptiles,day,2,2,1,0.43,0.24
Anfalas,province,night,55,Spies,humans,all-day,2,1,1,0.43,0.24
Anfalas,province,night,55,Woses,humans,all-day,0,1,1,0.43,0.24
Angmar,province,morning,55,Angmar veterans,humans,all-day,0,6,6,3.8,2.09
Angmar,province,morning,55,Birds,flying_animals,day,0,5,6,3.8,2.09
Angmar,province,morning,55,Common Orcs,orcs,all-day,3,6,6,3.8,2.09
Angmar,province,morning,55,Estaravi,humans,all-day,0,6,6,3.8,2.09
Angmar,province,morning,55,Foxes,carnivores,all-day,1,6,6,3.8,2.09
Angmar,province,morning,55,Men of Rhudaur,humans,all-day,0,6,6,3.8,2.09
Angmar,province,morning,55,Sagath,humans,all-day,3,6,6,3.8,2.09
Angmar,province,morning,55,Slaves,humans,all-day,3,6,6,3.8,2.09
Angmar,province,morning,55,Squirrels,other_animals,day,0,5,6,3.8,2.09
Angmar,province,morning,55,Waterfowl,flying_animals,day,0,5,6,3.8,2.09
Angmar,province,morning,55,Wolves,carnivores,all-day,2,6,6,3.8,2.09
Angmar,province,morning,55,Dire Wolves,carnivores,all-day,3,5,5,2.37,1.3
Angmar,province,morning,55,Fish,water_animals,all-day,0,5,5,2.37,1.3
Angmar,province,morning,55,General Trap,hazards,all-day,2,5,5,2.37,1.3
Angmar,province,morning,55,Guard Tower,sites,all-day,0,5,5,2.37,1.3
Angmar,province,morning,55,Hares,herbivores,all-day,0,5,5,2.37,1.3
Angmar,province,morning,55,Losrandír,herbivores,all-day,0,5,5,2.37,1.3
Angmar,province,morning,55,Nethairin Erdyr,reptiles,day,1,4,5,2.37,1.3
Angmar,province,morning,55,Rabbits,herbivores,all-day,0,5,5,2.37,1.3
Angmar,province,morning,55,Wild Bees,insects,day,1,4,5,2.37,1.3
Angmar,province,morning,55,Wild Goats,herbivores,all-day,0,5,5,2.37,1.3
Angmar,province,morning,55,Armed Patrol,humans,all-day,1,4,4,1.48,0.82
Angmar,province,morning,55,Boars,other_animals,all-day,2,4,4,1.48,0.82
Angmar,province,morning,55,Caru,herbivores,day,1,3,4,1.48,0.82
Angmar,province,morning,55,Dunlendings,humans,all-day,1,4,4,1.48,0.82
Angmar,province,morning,55,Garth,sites,all-day,0,4,4,1.48,0.82
Angmar,province,morning,55,Goats,herbivores,all-day,0,4,4,1.48,0.82
Angmar,province,morning,55,Grazing Animals,herbivores,all-day,0,4,4,1.48,0.82
Angmar,province,morning,55,Ice drake,drakes,all-day,4,4,4,1.48,0.82
Angmar,province,morning,55,Northmen,humans,all-day,0,4,4,1.48,0.82
Angmar,province,morning,55,Rats,herbivores,all-day,0,4,4,1.48,0.82
Angmar,province,morning,55,Settlement Camp,sites,all-day,0,4,4,1.48,0.82
Angmar,province,morning,55,Sheep,herbivores,all-day,0,4,4,1.48,0.82
Angmar,province,morning,55,Cavern,sites,all-day,1,3,3,0.93,0.51
Angmar,province,morning,55,Easterlings,humans,all-day,3,3,3,0.93,0.51
Angmar,province,morning,55,Grey Wolves,carnivores,all-day,2,3,3,0.93,0.51
Angmar,province,morning,55,Mine Quarry,sites,all-day,1,3,3,0.93,0.51
