id,name,slug,category,created_at,probability_by_region
51457e7b-d71b-4a29-8e52-6fab02290109,General Folk,general_folk,Men,2026-06-10 13:23:21.798025,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 2}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 2}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}, {""region"": ""Wold"", ""probability"": 1}]"
e34ab991-bd6c-4f45-a4ad-684c2180e868,Horsefolk Small Patrol,horsefolk_small_patrol,Men,2026-06-10 13:23:21.777908,"[{""region"": ""Central Anduin"", ""probability"": 2}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 3}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 3}, {""region"": ""Ronen-in-Anduin"", ""probability"": 5}, {""region"": ""Westmarch"", ""probability"": 3}, {""region"": ""Wold"", ""probability"": 5}]"
f31a47ce-c105-45d2-aa08-eccd627f373e,Kine Elk Deer,kine_elk_deer,Animal,2026-06-10 13:23:21.779943,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 2}, {""region"": ""Nan Anduin"", ""probability"": 5}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 5}, {""region"": ""Ronen-in-Anduin"", ""probability"": 2}, {""region"": ""Westmarch"", ""probability"": 3}, {""region"": ""Wold"", ""probability"": 3}]"
909f9ef8-fb4c-4591-819c-6f58b5d9b699,Large Cat,large_cat,Animal,2026-06-10 13:23:21.780828,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 3}, {""region"": ""Nan Anduin"", ""probability"": 2}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 3}, {""region"": ""Ronen-in-Anduin"", ""probability"": 2}, {""region"": ""Westmarch"", ""probability"": 2}, {""region"": ""Wold"", ""probability"": 1}]"
1709ce8b-56ae-48dc-a3f7-ed31708fd6fb,Beijabar of Nan Anduin,beijabar_of_nan_anduin,Beijabar,2026-06-10 13:23:21.740556,"[{""region"": ""Mirkwood Wilds"", ""probability"": 3}, {""region"": ""Woodmen"", ""probability"": 15}]"
05431549-7db3-4991-b944-bb1909f678c5,Calenardhon Ruins,calenardhon_ruins,Sites,2026-06-10 13:23:21.743126,"[{""region"": ""Fangorn"", ""probability"": 2}, {""region"": ""Parth Celebrant"", ""probability"": 4}]"
c3ffc3f1-f290-482b-a474-53fa5b259a72,Broadbeam Dwarf Patrol,broadbeam_dwarf_patrol,Dwarven,2026-06-10 13:23:21.742532,"[{""region"": ""Ardolyalinya"", ""probability"": 5}, {""region"": ""Ardquetto"", ""probability"": 4}, {""region"": ""Celanoriand"", ""probability"": 11}, {""region"": ""Ered Luin"", ""probability"": 11}, {""region"": ""Ered Luin Vales"", ""probability"": 11}, {""region"": ""Tol Fuin"", ""probability"": 11}]"
75d5ce94-fdb1-4b85-8c09-42be2111e4b1,Black Lizards,black_lizards,Animal,2026-06-10 13:23:21.741076,"[{""region"": ""Nurn"", ""probability"": 1}]"
92658be3-fe12-4179-94f6-091720d38564,Black Swans,black_swans,Animal,2026-06-10 13:23:21.741589,"[{""region"": ""Dor Rhunen"", ""probability"": 2}, {""region"": ""Eothraim"", ""probability"": 2}, {""region"": ""Gramuz"", ""probability"": 2}, {""region"": ""Nurn"", ""probability"": 1}]"
e9f91d53-a7ee-4465-969b-06e5c068d0bd,Bramble,bramble,Flora,2026-06-10 13:23:21.74224,"[{""region"": ""Nurn"", ""probability"": 2}]"
66b36de5-d15b-40eb-9e7c-e3b5226a508f,Calenardhons Common Folk,calenardhons_common_folk,Men,2026-06-10 13:23:21.743362,"[{""region"": ""Fangorn"", ""probability"": 3}, {""region"": ""Parth Celebrant"", ""probability"": 7}]"
eb3162fb-837f-43c8-a75b-237b4ecbe6f6,Calenardhons Soldiers,calenardhons_soldiers,Men,2026-06-10 13:23:21.743632,"[{""region"": ""Fangorn"", ""probability"": 3}, {""region"": ""Parth Celebrant"", ""probability"": 2}]"
025a019b-5333-4581-980e-ddc1d2f263de,Cathfiar,cathfiar,Animal,2026-06-10 13:23:21.744188,"[{""region"": ""Andrast"", ""probability"": 3}, {""region"": ""Anfalas"", ""probability"": 1}, {""region"": ""Dor-en-Emyl"", ""probability"": 29}, {""region"": ""Druwaith Laur"", ""probability"": 2}, {""region"": ""Lamedon"", ""probability"": 31}]"
f01c1f88-c9dc-4969-858a-6c138ca63e24,Dunedain Traveller,dunedain_traveller,Men,2026-06-10 13:23:21.753038,"[{""region"": ""Apariach"", ""probability"": 6}, {""region"": ""Ardolyalinya"", ""probability"": 6}, {""region"": ""Ardquetto"", ""probability"": 5}, {""region"": ""Ascahiriand"", ""probability"": 6}, {""region"": ""Lairiardhon"", ""probability"": 6}, {""region"": ""Lildardhon"", ""probability"": 6}, {""region"": ""Mänoriand"", ""probability"": 7}, {""region"": ""Ronalindon"", ""probability"": 6}, {""region"": ""Sandariand"", ""probability"": 6}, {""region"": ""South Harlindon"", ""probability"": 7}, {""region"": ""Vinyalas"", ""probability"": 6}]"
6e5f9ff2-b3e9-4058-9083-caa47fb18543,Cave trolls,cave_trolls,Troll,2026-06-10 13:23:21.746127,"[{""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Fornost"", ""probability"": 1}, {""region"": ""Forochel"", ""probability"": 1}, {""region"": ""Lone-lands"", ""probability"": 3}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 3}, {""region"": ""Talath Muil"", ""probability"": 2}, {""region"": ""Weather Hills"", ""probability"": 3}]"
fa2de16b-cb97-4a92-a683-b1a045ace09d,Coireals,coireals,Animal,2026-06-10 13:23:21.747597,"[{""region"": ""Gramuz"", ""probability"": 3}]"
eaeb6a77-d942-44fa-9db5-f25f113f8282,Dunlending Site,dunlending_site,Sites,2026-06-10 13:23:21.753228,"[{""region"": ""Dunland"", ""probability"": 5}, {""region"": ""Parth Celebrant"", ""probability"": 1}]"
12e687b5-0caa-49b9-8c75-e809fe304629,Chasm,chasm,Inanimate,2026-06-10 13:23:21.746611,"[{""region"": ""Iron Hills"", ""probability"": 2}, {""region"": ""Mordor"", ""probability"": 3}, {""region"": ""Talath Uichel"", ""probability"": 2}]"
c0cbedf3-d381-4c69-ab79-f3716a5477be,Corsairs,corsairs,Men,2026-06-10 13:23:21.748359,"[{""region"": ""Andrast"", ""probability"": 2}, {""region"": ""Anfalas"", ""probability"": 1}, {""region"": ""Anorien"", ""probability"": 1}, {""region"": ""Belegaer sea"", ""probability"": 4}, {""region"": ""Dor-en-Emyl"", ""probability"": 10}, {""region"": ""Druwaith Laur"", ""probability"": 2}, {""region"": ""Hairavercien"", ""probability"": 6}, {""region"": ""Lamedon"", ""probability"": 5}, {""region"": ""Lebennin"", ""probability"": 1}, {""region"": ""Tolfalas"", ""probability"": 4}]"
cdeb9648-adc1-465d-998e-f2aa0a6e7aec,Cliff,cliff,Inanimate,2026-06-10 13:23:21.746859,"[{""region"": ""Mordor"", ""probability"": 2}, {""region"": ""Nurn"", ""probability"": 0}]"
b6f2b314-3935-41ba-bd19-ac31f05df697,Dunlending Tribesmen,dunlending_tribesmen,Dunledings,2026-06-10 13:23:21.753413,"[{""region"": ""Bree"", ""probability"": 8}, {""region"": ""Old Forest"", ""probability"": 3}, {""region"": ""South Arthedain"", ""probability"": 5}, {""region"": ""The Shire"", ""probability"": 8}, {""region"": ""Tower Hills"", ""probability"": 3}]"
1f43c7fe-6984-4b7a-9f9a-32844640e675,Cave Cavern Lair,cave_cavern_lair,Sites,2026-06-10 13:23:21.745364,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 2}, {""region"": ""Druadan Forest"", ""probability"": 2}, {""region"": ""Dunland"", ""probability"": 3}, {""region"": ""Fangorn"", ""probability"": 3}, {""region"": ""North Misty Mountains"", ""probability"": 2}, {""region"": ""Parth Celebrant"", ""probability"": 3}, {""region"": ""Rohan"", ""probability"": 1}, {""region"": ""Ronen-in-Anduin"", ""probability"": 3}, {""region"": ""Westmarch"", ""probability"": 1}, {""region"": ""Wold"", ""probability"": 1}]"
8d12c670-28de-42bb-aae8-78de6e60ccdd,Chamber Bird N,chamber_bird_n,Animal,2026-06-10 13:23:21.746362,"[{""region"": ""Moria"", ""probability"": 3}]"
e1c2c967-5b39-4b4c-82bb-30eeeba75e68,Closing Pit Trap,closing_pit_trap,Inanimate,2026-06-10 13:23:21.747364,"[{""region"": ""Moria"", ""probability"": 1}]"
cf41f926-b6a4-4f25-80bb-fcd19ec899b2,Cave Drake,cave_drake,Drake,2026-06-10 13:23:21.745626,"[{""region"": ""Forovirian"", ""probability"": 2}, {""region"": ""Iron Hills"", ""probability"": 4}, {""region"": ""Talath Uichel"", ""probability"": 4}]"
dd6ff71f-5e5c-45c5-bbf7-3b54af89101a,Cave Troll,cave_troll,Troll,2026-06-10 13:23:21.745866,"[{""region"": ""Forovirian"", ""probability"": 2}]"
dcfa6a35-3db4-43f8-9f7d-d93520fe51ac,Cold Drake,cold_drake,Drake,2026-06-10 13:23:21.74784,"[{""region"": ""Forovirian"", ""probability"": 2}]"
153669c3-67ed-4f13-94c5-285f859237c7,Deer Elk,deer_elk,Animal,2026-06-10 13:23:21.750726,"[{""region"": ""Eregion"", ""probability"": 4}]"
1766a189-8478-44af-af1b-727b49f29edc,Dumbledoors,dumbledoors,Animal,2026-06-10 13:23:21.752163,"[{""region"": ""Evendim Hills"", ""probability"": 4}, {""region"": ""Fornost"", ""probability"": 3}, {""region"": ""Forochel"", ""probability"": 2}, {""region"": ""Numeriador"", ""probability"": 4}, {""region"": ""Rammas Formen"", ""probability"": 1}]"
6fd666cd-b2b3-4e8a-8b84-18bf0cc4e80c,Culcarnix,culcarnix,Animal,2026-06-10 13:23:21.749663,"[{""region"": ""Dor Rhunen"", ""probability"": 2}, {""region"": ""Eothraim"", ""probability"": 2}, {""region"": ""Gramuz"", ""probability"": 2}]"
5280da74-e5c5-4e22-8ebd-9514d75092ab,Dragons,dragons,Drake,2026-06-10 13:23:21.751158,"[{""region"": ""Dunland"", ""probability"": 1}]"
fb14bc01-7df0-4575-9cdc-5ff870099769,Drakes,drakes,Drake,2026-06-10 13:23:21.751562,"[{""region"": ""Gramuz"", ""probability"": 1}]"
6b565212-22a4-4b01-acf7-2807e7238e4b,Crocodiles,crocodiles,Animal,2026-06-10 13:23:21.748906,"[{""region"": ""Minhiriath"", ""probability"": 1}, {""region"": ""Rast Vorn"", ""probability"": 2}]"
81d78d18-6799-4ff9-9607-05ed50ccf2ba,Cave Bears,cave_bears,Animal,2026-06-10 13:23:21.744455,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""En Egladil"", ""probability"": 1}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""Forovirian"", ""probability"": 1}, {""region"": ""Iron Hills"", ""probability"": 4}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""Talath Uichel"", ""probability"": 2}, {""region"": ""Trollshaws"", ""probability"": 1}, {""region"": ""Wilderness of Arnor"", ""probability"": 1}]"
36739000-2826-4959-bac7-8270e0940796,Dunedain Ranger Patrol,dunedain_ranger_patrol,Dunedain,2026-06-10 13:23:21.752583,"[{""region"": ""Wilderness of Arnor"", ""probability"": 3}]"
66ab184b-f6f5-4819-b2b0-9da8d181bef3,Druedain Woses,druedain_woses,Druedain,2026-06-10 13:23:21.751971,"[{""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 25}, {""region"": ""Dunland"", ""probability"": 1}, {""region"": ""Fangorn"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""Minhiriath"", ""probability"": 1}, {""region"": ""Rast Vorn"", ""probability"": 8}]"
a271c4d5-4e6c-4f8e-acbc-53d06b62ea13,Drake Dragon,drake_dragon,Drake,2026-06-10 13:23:21.751359,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}]"
d9cf0eef-4d21-42c3-9409-8f7ae86f877d,Dire Wolves,dire_wolves,Animal,2026-06-10 13:23:21.750944,"[{""region"": ""Dorwinion"", ""probability"": 4}, {""region"": ""Gramuz"", ""probability"": 3}]"
bfb63e87-def8-4502-ac44-04cb2d39be1e,Dangerous Snakes,dangerous_snakes,Animal,2026-06-10 13:23:21.750035,"[{""region"": ""En Egladil"", ""probability"": 1}, {""region"": ""Trollshaws"", ""probability"": 3}, {""region"": ""West Rhudaur"", ""probability"": 2}]"
e19bd5e2-c81a-4222-b490-5bb7895acf64,Druedain Site,druedain_site,Sites,2026-06-10 13:23:21.751765,"[{""region"": ""Dunland"", ""probability"": 1}, {""region"": ""Parth Celebrant"", ""probability"": 1}]"
b0e8a8a8-dd35-4d05-8106-fbf768ac2000,Dunedain Site,dunedain_site,Sites,2026-06-10 13:23:21.752774,"[{""region"": ""Dunland"", ""probability"": 2}, {""region"": ""Fangorn"", ""probability"": 1}, {""region"": ""Parth Celebrant"", ""probability"": 1}]"
ab436ad7-7281-41e9-81c6-d9aa27cd6302,Falathrim Fisher Sailor,falathrim_fisher_sailor,Men,2026-06-10 13:23:21.761456,"[{""region"": ""Ardolyalinya"", ""probability"": 13}, {""region"": ""Ardquetto"", ""probability"": 10}, {""region"": ""Ascahiriand"", ""probability"": 10}, {""region"": ""Mänoriand"", ""probability"": 11}, {""region"": ""Ronalindon"", ""probability"": 10}, {""region"": ""Sandariand"", ""probability"": 13}, {""region"": ""South Harlindon"", ""probability"": 11}]"
e7feeed7-d7fc-4604-bac3-400f8b9278a5,Dunedain,dunedain,Dunedain,2026-06-10 13:23:21.752383,"[{""region"": ""Angmar"", ""probability"": 1}, {""region"": ""Dor Rhunen"", ""probability"": 7}, {""region"": ""Dorwinion"", ""probability"": 4}, {""region"": ""Eothraim"", ""probability"": 7}, {""region"": ""Gramuz"", ""probability"": 3}]"
1f91f41e-b157-4d60-9f1b-584cf8ebc0bf,Dunlendings Bards,dunlendings_bards,Dunledings,2026-06-10 13:23:21.753962,"[{""region"": ""Dunland"", ""probability"": 3}]"
c619da66-486b-492c-8afa-3a8229ed700f,Dunlendings Common Folk,dunlendings_common_folk,Dunledings,2026-06-10 13:23:21.754185,"[{""region"": ""Dunland"", ""probability"": 6}]"
4c245196-06e2-4481-aa69-d7ad18429751,Dunlendings Healers,dunlendings_healers,Dunledings,2026-06-10 13:23:21.754421,"[{""region"": ""Dunland"", ""probability"": 3}, {""region"": ""Fangorn"", ""probability"": 1}]"
6b65b92e-8ec2-4b8c-90ac-d3bdbb84a10f,Dunlendings Priests,dunlendings_priests,Dunledings,2026-06-10 13:23:21.75466,"[{""region"": ""Dunland"", ""probability"": 3}]"
003f58d5-cd79-4a70-82a4-5b86b1581610,Dunlendings Warriors,dunlendings_warriors,Dunledings,2026-06-10 13:23:21.754983,"[{""region"": ""Dunland"", ""probability"": 5}, {""region"": ""Fangorn"", ""probability"": 1}]"
9b0f27d6-1cea-440c-8a4c-9df8c713bbe4,Easterlings,easterlings,Men,2026-06-10 13:23:21.756485,"[{""region"": ""Angmar"", ""probability"": 3}, {""region"": ""Bree"", ""probability"": 3}, {""region"": ""Dor Rhunen"", ""probability"": 11}, {""region"": ""Dorwinion"", ""probability"": 4}, {""region"": ""Eothraim"", ""probability"": 11}, {""region"": ""Gramuz"", ""probability"": 4}, {""region"": ""Mintyrnath"", ""probability"": 1}, {""region"": ""Parth Celebrant"", ""probability"": 2}, {""region"": ""South Arthedain"", ""probability"": 1}, {""region"": ""South Downs"", ""probability"": 1}, {""region"": ""The Shire"", ""probability"": 3}, {""region"": ""Tower Hills"", ""probability"": 1}]"
e5b86292-f37a-4ba3-8461-a719b6b6b351,Egils Viper,egils_viper,Animal,2026-06-10 13:23:21.756896,"[{""region"": ""Dor Rhunen"", ""probability"": 3}, {""region"": ""Dorwinion"", ""probability"": 2}, {""region"": ""Eothraim"", ""probability"": 3}, {""region"": ""Gramuz"", ""probability"": 3}, {""region"": ""Mirkwood Wilds"", ""probability"": 2}, {""region"": ""Nan Anduin"", ""probability"": 3}, {""region"": ""Woodmen"", ""probability"": 2}]"
e78ed9a7-29cf-4e99-b958-6b98ce841e99,Dwarf Prospector,dwarf_prospector,Dwarven,2026-06-10 13:23:21.755633,"[{""region"": ""Celanoriand"", ""probability"": 4}, {""region"": ""Ered Luin"", ""probability"": 4}, {""region"": ""Ered Luin Vales"", ""probability"": 4}, {""region"": ""Tol Fuin"", ""probability"": 4}]"
4788b0d8-7d01-4716-ac70-7b19726d63c5,Foreigners,foreigners,Men,2026-06-10 13:23:21.766283,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 5}, {""region"": ""En Udanoriath"", ""probability"": 5}, {""region"": ""Ettenmoors"", ""probability"": 5}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rivendell"", ""probability"": 5}, {""region"": ""Wilderness of Arnor"", ""probability"": 2}]"
cfe04839-dd5b-431a-abc1-b9a76feea98a,Dyrians,dyrians,Men,2026-06-10 13:23:21.756129,"[{""region"": ""Dorwinion"", ""probability"": 1}, {""region"": ""Gramuz"", ""probability"": 1}]"
df540e6e-0a61-4472-80b7-eb1856f6ef82,Elk Moose,elk_moose,Animal,2026-06-10 13:23:21.757549,"[{""region"": ""En Egladil"", ""probability"": 1}, {""region"": ""Trollshaws"", ""probability"": 4}, {""region"": ""West Rhudaur"", ""probability"": 1}]"
4321021b-ccc6-4c03-b1f6-6de224158d78,Elite Unit,elite_unit,Men,2026-06-10 13:23:21.757124,"[{""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Fornost"", ""probability"": 3}, {""region"": ""Forochel"", ""probability"": 1}, {""region"": ""Lone-lands"", ""probability"": 3}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 2}, {""region"": ""Talath Muil"", ""probability"": 1}, {""region"": ""Weather Hills"", ""probability"": 3}]"
37065964-4cb3-4844-b081-1f61dff43778,Eagle,eagle,Animal,2026-06-10 13:23:21.756317,"[{""region"": ""Dunland"", ""probability"": 3}, {""region"": ""Fangorn"", ""probability"": 3}, {""region"": ""Parth Celebrant"", ""probability"": 2}]"
bf1ba528-8f5c-4a5b-ada0-8e58d605ceba,Elk,elk,Animal,2026-06-10 13:23:21.757331,"[{""region"": ""Fornost"", ""probability"": 3}, {""region"": ""Forochel"", ""probability"": 2}, {""region"": ""Iron Hills"", ""probability"": 4}, {""region"": ""Lone-lands"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 2}, {""region"": ""Talath Muil"", ""probability"": 2}, {""region"": ""Talath Uichel"", ""probability"": 4}, {""region"": ""Weather Hills"", ""probability"": 1}]"
d69945cf-37da-422e-af80-54087712afec,Dunnish Site,dunnish_site,Sites,2026-06-10 13:23:21.755225,"[{""region"": ""Fornost"", ""probability"": 2}, {""region"": ""Lone-lands"", ""probability"": 3}, {""region"": ""Rammas Formen"", ""probability"": 1}, {""region"": ""Weather Hills"", ""probability"": 3}]"
5f0c5043-8774-4196-bbde-50990d0ce41e,Edain Ruin,edain_ruin,Sites,2026-06-10 13:23:21.756688,"[{""region"": ""Evendim Hills"", ""probability"": 3}, {""region"": ""Fornost"", ""probability"": 3}, {""region"": ""Lone-lands"", ""probability"": 2}, {""region"": ""Numeriador"", ""probability"": 3}, {""region"": ""Rammas Formen"", ""probability"": 1}, {""region"": ""Talath Muil"", ""probability"": 2}, {""region"": ""Weather Hills"", ""probability"": 2}]"
0be376e4-b51b-4a37-a4ac-965de7ec70c0,Dwarf Merchant,dwarf_merchant,Dwarven,2026-06-10 13:23:21.75541,"[{""region"": ""Ardolyalinya"", ""probability"": 4}, {""region"": ""Ardquetto"", ""probability"": 4}, {""region"": ""Ascahiriand"", ""probability"": 3}, {""region"": ""Celanoriand"", ""probability"": 4}, {""region"": ""Ered Luin"", ""probability"": 4}, {""region"": ""Ered Luin Vales"", ""probability"": 4}, {""region"": ""Mänoriand"", ""probability"": 3}, {""region"": ""Ronalindon"", ""probability"": 3}, {""region"": ""Sandariand"", ""probability"": 3}, {""region"": ""South Harlindon"", ""probability"": 3}, {""region"": ""Tol Fuin"", ""probability"": 4}]"
b7a0136e-fd9d-4027-b4ec-b37d09a81142,Ernaithrach,ernaithrach,Animal,2026-06-10 13:23:21.760633,"[{""region"": ""Gramuz"", ""probability"": 3}]"
3815febd-bb69-4717-8ca8-3028ca3b19be,Elves Sindar,elves_sindar,Elves,2026-06-10 13:23:21.759646,"[{""region"": ""Dale"", ""probability"": 10}, {""region"": ""Eregion"", ""probability"": 4}, {""region"": ""Esgaroth"", ""probability"": 10}, {""region"": ""Lorien"", ""probability"": 19}, {""region"": ""Woodland Realm"", ""probability"": 10}]"
4685e6d9-389b-4753-926a-d51ecc4dbf37,Eruption,eruption,Inanimate,2026-06-10 13:23:21.760823,"[{""region"": ""Mordor"", ""probability"": 4}]"
3b11011e-065b-4add-9586-f39ca90772ed,Elven Site,elven_site,Sites,2026-06-10 13:23:21.758081,"[{""region"": ""Evendim Hills"", ""probability"": 3}, {""region"": ""Fornost"", ""probability"": 1}, {""region"": ""Numeriador"", ""probability"": 3}, {""region"": ""Talath Muil"", ""probability"": 1}]"
27c172de-9311-4fc3-ae46-67932f4bf286,Estaravi,estaravi,Men,2026-06-10 13:23:21.761031,"[{""region"": ""Angmar"", ""probability"": 11}]"
50a9c629-5d17-4353-93fb-09ba242ab510,Eothraim,eothraim,Men,2026-06-10 13:23:21.76005,"[{""region"": ""Dor Rhunen"", ""probability"": 11}, {""region"": ""Dorwinion"", ""probability"": 2}, {""region"": ""Eothraim"", ""probability"": 11}, {""region"": ""Gramuz"", ""probability"": 3}]"
1d484c30-6561-475e-ad42-a8ee5868dab3,Great Elk,great_elk,Animal,2026-06-10 13:23:21.772543,"[{""region"": ""Angmar"", ""probability"": 1}, {""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""Dale"", ""probability"": 5}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Esgaroth"", ""probability"": 5}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""Forovirian"", ""probability"": 4}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""Wilderness of Arnor"", ""probability"": 1}, {""region"": ""Woodland Realm"", ""probability"": 5}, {""region"": ""Woodmen"", ""probability"": 5}]"
