id,name,slug,type,description,url_path,biomes,created_at,region_ids,tier,parent_id,probability_by_region,active,danger,description_summary
d56afbb6-ee76-47dc-9a8a-bfe63c97741d,Giant Martens,giant_martens,carnivores,"Huge relative of the common weasel (S. ""Carlûmon"", pl. ""Cerlymyn""), a fierce, irrational and hyperactive creature that must eat constantly. Totally carnivorous (foraging nuts and berries only when starving), it kills anything it can disable, even Small Bears and Wild Boars. Acrobatic and an excellent climber, it dens in hollow trees and has a keen nose and fair vision.",,{NULL},2026-06-15 16:25:44.988887,"{2,3,4,9,14,43,62,63,87}",encounter,,"[{""region"": ""Dorwinion"", ""probability"": 4}, {""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Gramuz"", ""probability"": 4}, {""region"": ""Rohan"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}, {""region"": ""Wold"", ""probability"": 1}, {""region"": ""Mirkwood Wilds"", ""probability"": 6}, {""region"": ""Woodland Realm"", ""probability"": 6}, {""region"": ""Trollshaws"", ""probability"": 6}]",day,2,"A huge, weasel-like predator — fierce, restless and ravenous, killing almost anything it can overpower, even boars and small bears. An agile climber that dens in hollow trees, with a keen nose. Toward travellers: won't seek out people, but is reckless and aggressive and dangerous if it does."
3c15496a-e482-4a73-b0f2-03559cb23be2,Chetmíg,chetm_g,carnivores,"Huge, rare grey cat (pl. ""Chetmíg"") with faint tabby markings for camouflage. A nocturnal predator with massive 5-7 inch forequarter fangs; its body tapers to strong, compact hindquarters and it uses its long tail to balance prodigious leaps (up to 150 ft horizontally, 40 ft vertically). Found in the northern hills and mountains.",,"{forest,mountains}",2026-06-15 20:15:02.170781,"{44,45,68}",encounter,,"[{""region"": ""North Misty Mountains"", ""probability"": 7}, {""region"": ""Coldfells"", ""probability"": 7}, {""region"": ""Ettenmoors"", ""probability"": 7}]",all-day,2,"A huge, rare grey cat with faint camouflaging stripes and enormous 5-7 inch fangs, hunting by night in northern hills and mountains; a tapered, powerful body that makes prodigious leaps. Toward travellers: a stealthy ambush hunter of the high country, rarely seen until it strikes."
6b96a000-7394-4de4-9fde-b349eed7c89b,Madratines,madratines,carnivores,"Small, cat-like fox of the highlands of Eriador, its white mask and ears standing out sharply against reddish-brown fur. Very shy and nocturnal, it preys on rodents, birds, insects and lizards. Pairs mate for life and generally keep to a single burrow over the course of a year.",,{NULL},2026-06-15 16:25:44.988887,"{44,45,56,70}",encounter,,"[{""region"": ""Eregion"", ""probability"": 6}, {""region"": ""Coldfells"", ""probability"": 6}, {""region"": ""Ettenmoors"", ""probability"": 6}, {""region"": ""Evendim Hills"", ""probability"": 6}]",all-day,1,"A small, cat-like highland fox with a striking white mask and ears against reddish-brown fur. Very shy and nocturnal, preying on rodents, birds and lizards; pairs mate for life. Toward travellers: harmless and elusive — far more often heard or glimpsed than met."
2323a2e1-afe3-4775-9cd6-13983830e830,Sloth Bear,sloth_bear,carnivores,"Dark-brown Sloth Bear (Q. Meglituika), native to northwestern Harad and especially prevalent around Umbar, the largest bear in Middle-earth at 2,500-4,000 lbs. A huge, slow, stupid beast like a cross between a bear and a rainforest sloth, it uses formidable claws to dig vast tunnel networks, even through crumbling rock, large enough for Men to live in. Little-fearing and hard to kill thanks to its bulk and unusually thick skull, it eats whatever it can claw in the mass it needs to sustain itself.",,{forest},2026-06-15 16:25:44.988887,{12},encounter,,"[{""region"": ""Harondor"", ""probability"": 6}]",all-day,2,"The largest bear in Middle-earth — a vast, slow, dim brute of the southern lands near Umbar, up to 4,000 lbs, that digs huge tunnel networks with its claws, even through rock, and is hard to kill thanks to its bulk and thick skull. Toward travellers: slow and incurious, but near-unstoppable if roused."
811a8823-2b50-4b2c-8a99-8414b6283c06,Common Men,common_men,humans,"A broad label for the Common Men of Eriador and Gondor: the rural and urban folk of mixed stock who make up the bulk of the ordinary population, including farmers, herders, townsfolk, traders and the rootless roles of road and frontier. They are not a single lineage but the everyday people among whom the older Edain, Dunedain and Dunnish bloodlines have long mingled.",,{NULL},2026-06-17 01:54:59.319393,"{7,10,11,15,16,19,21,25,35,38,59,61,62,63,72,81,85,86}",group,,"[{""region"": ""Bree"", ""probability"": 6}, {""region"": ""The Shire"", ""probability"": 6}, {""region"": ""South Arthedain"", ""probability"": 6}, {""region"": ""Weather Hills"", ""probability"": 6}, {""region"": ""South Downs"", ""probability"": 6}, {""region"": ""Minhiriath"", ""probability"": 6}, {""region"": ""Enedhwaith"", ""probability"": 6}, {""region"": ""Dunland"", ""probability"": 6}, {""region"": ""Lone-lands"", ""probability"": 6}, {""region"": ""Central Anduin"", ""probability"": 6}, {""region"": ""Nan Anduin"", ""probability"": 6}, {""region"": ""Dale"", ""probability"": 6}, {""region"": ""Esgaroth"", ""probability"": 6}, {""region"": ""Rohan"", ""probability"": 6}, {""region"": ""Wold"", ""probability"": 6}, {""region"": ""Anorien"", ""probability"": 6}, {""region"": ""Lebennin"", ""probability"": 6}, {""region"": ""Lamedon"", ""probability"": 6}]",all-day,0,"The ordinary folk of the settled lands — farmers, herders, townspeople, traders and drifters of mixed ancestry who make up most of the population. No single people, but the everyday humanity of road and field. Toward travellers: reactions range from open hospitality to wary suspicion with the times and the place."
025a019b-5333-4581-980e-ddc1d2f263de,Cathfiar,cathfiar,carnivores,"A fierce wild cat of the northern wilds, larger and bolder than a common wildcat, hunting alone through forest and fell. Quick and savage when cornered, it preys on hares, fowl and young deer.",,{NULL},2026-06-10 13:23:21.744188,"{13,19,20,77,79}",encounter,,"[{""region"": ""Andrast"", ""probability"": 3}, {""region"": ""Anfalas"", ""probability"": 1}, {""region"": ""Dor-en-Emyl"", ""probability"": 6}, {""region"": ""Druwaith Laur"", ""probability"": 2}, {""region"": ""Lamedon"", ""probability"": 6}]",all-day,2,"A fierce wild cat of the northern wilds, larger and bolder than a common wildcat, hunting alone through forest and fell for hares, fowl and young deer. Toward travellers: keeps away from people, but quick and savage if cornered."
c89ff2d0-b1cb-4ea0-bab6-9306ac788564,Orc Elite Guards,orcs_elite_guards,orcs,"Picked Orc warriors, bigger and better-armed than the common run, set to guard a captain, a fortress gate or some matter of the Enemy's; Sauron's own guards among them are grimly disciplined and far more dangerous than ordinary goblins.",,{NULL},2026-06-10 13:23:21.794609,"{39,71,76,83}",encounter,bdb8190e-09bf-451c-836b-72ee6fcb1710,"[{""region"": ""Nurn"", ""probability"": 1}, {""region"": ""Dor Guldur"", ""probability"": 6}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Moria"", ""probability"": 1}]",all-day,4,"Picked orc warriors — bigger, better-armed and grimly disciplined — set to guard a captain, a fortress gate or some business of the Enemy, far more dangerous than common goblins. Toward travellers: hostile and deadly; they kill or capture intruders without parley."
b0fa4b6c-76c4-44f2-b55c-3427f607c433,Orc Slaves & Guards,orcs_slaves_guards,orcs,"A column of wretched thralls — Men, lesser Orcs and other captives — driven to labor under the lash of Orc slave-drivers. The guards are brutal and watchful; the slaves, broken and desperate, may turn on their masters given the smallest chance.",,{roads},2026-06-10 13:23:21.795923,"{71,74,76}",encounter,267142a7-6b80-4b64-ae25-1e9531c778b1,"[{""region"": ""Mordor"", ""probability"": 4}, {""region"": ""Moria"", ""probability"": 6}, {""region"": ""Nurn"", ""probability"": 2}]",all-day,3,"A column of wretched captives — men, lesser orcs and other thralls — driven to labour under the whips of brutal orc slave-drivers. Toward travellers: the guards are violent and watchful; the broken slaves may beg for help, or turn on their masters given any chance."
9b337ad0-5ef8-42ad-b08b-eeab60bce82f,Elven Noble,elven_noble,elves,"A high-born Elf of one of the great houses, travelling with attendants between the Elven realms on errands of state, kinship or lore. Met in Lindon, the Ered Luin and the eastern woods alike, such a lord or lady bears authority lightly but unmistakably.",,{roads},2026-06-10 13:23:21.801062,"{12,18,22,26,27,28,30,31,32,33,34,49,51,52,53,64,65,75}",encounter,,"[{""region"": ""Apariach"", ""probability"": 6}, {""region"": ""Ardolyalinya"", ""probability"": 6}, {""region"": ""Ardquetto"", ""probability"": 6}, {""region"": ""Ascahiriand"", ""probability"": 6}, {""region"": ""Celanoriand"", ""probability"": 6}, {""region"": ""Ered Luin"", ""probability"": 6}, {""region"": ""Ered Luin Vales"", ""probability"": 6}, {""region"": ""Forithilien"", ""probability"": 6}, {""region"": ""Harithilien"", ""probability"": 6}, {""region"": ""Harondor"", ""probability"": 6}, {""region"": ""Lairiardhon"", ""probability"": 7}, {""region"": ""Lildardhon"", ""probability"": 7}, {""region"": ""Mänoriand"", ""probability"": 6}, {""region"": ""Ronalindon"", ""probability"": 6}, {""region"": ""Sandariand"", ""probability"": 6}, {""region"": ""South Harlindon"", ""probability"": 6}, {""region"": ""Tol Fuin"", ""probability"": 6}, {""region"": ""Vinyalas"", ""probability"": 7}]",all-day,0,"A high-born Elf of one of the great houses, travelling with attendants on errands of state, kinship or lore, bearing authority lightly but unmistakably. Toward travellers: gracious and dignified but remote; a meeting feels like an audience as much as an encounter."
16a77606-bcf7-4062-af0f-e25b048ae8c2,Common Folk,common_folk,humans,"Ordinary working people of town and countryside — farmers, herders, craftsfolk, labourers and their families going about daily life. Met wherever folk dwell, they want chiefly to be left in peace, and their welcome to strangers ranges from open hospitality to wary suspicion depending on the times and the road.",,{NULL},2026-06-10 13:23:21.748081,"{7,9,11,13,14,15,16,17,19,20,21,23,29,35,36,38,39,40,44,45,48,50,54,56,57,58,59,60,61,62,63,66,68,69,70,71,77,78,79,80,81,85,86}",encounter,811a8823-2b50-4b2c-8a99-8414b6283c06,"[{""region"": ""Andrast"", ""probability"": 6}, {""region"": ""Anfalas"", ""probability"": 6}, {""region"": ""Anorien"", ""probability"": 7}, {""region"": ""Belegaer sea"", ""probability"": 5}, {""region"": ""Bree"", ""probability"": 6}, {""region"": ""Dor-en-Emyl"", ""probability"": 2}, {""region"": ""Druwaith Laur"", ""probability"": 6}, {""region"": ""Enedhwaith"", ""probability"": 6}, {""region"": ""Evendim Hills"", ""probability"": 6}, {""region"": ""Fornost"", ""probability"": 6}, {""region"": ""Hairavercien"", ""probability"": 6}, {""region"": ""Lamedon"", ""probability"": 2}, {""region"": ""Lebennin"", ""probability"": 7}, {""region"": ""Lone-lands"", ""probability"": 1}, {""region"": ""Minhiriath"", ""probability"": 6}, {""region"": ""Mintyrnath"", ""probability"": 4}, {""region"": ""Numeriador"", ""probability"": 6}, {""region"": ""Old Forest"", ""probability"": 4}, {""region"": ""Rast Vorn"", ""probability"": 5}, {""region"": ""South Arthedain"", ""probability"": 5}, {""region"": ""South Downs"", ""probability"": 4}, {""region"": ""Talath Muil"", ""probability"": 2}, {""region"": ""The Shire"", ""probability"": 6}, {""region"": ""Tolfalas"", ""probability"": 5}, {""region"": ""Tower Hills"", ""probability"": 4}, {""region"": ""Weather Hills"", ""probability"": 1}, {""region"": ""Wilderness of Arnor"", ""probability"": 2}, {""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 2}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 2}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}, {""region"": ""Wold"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""Moria"", ""probability"": 1}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""Forovirian"", ""probability"": 1}, {""region"": ""Eregion"", ""probability"": 6}]",all-day,0,"Ordinary working people of town and country — farmers, herders, craftsfolk and labourers going about daily life. Toward travellers: they want mainly to be left in peace, and their welcome to strangers swings from kindness to wariness."
